school,treatment,grade,teacher,student_id,subject,wave,score
JMTES,1,5,Easterling,5620020550,ELA,Winter 2025,1048.0
JMTES,1,5,Easterling,5620020550,ELA,Summer 2026,1036.0
JMTES,1,5,Easterling,5620020550,Math,Fall 2025,1037.0
JMTES,1,5,Easterling,5620020550,Math,Winter 2025,1025.0
JMTES,1,5,Easterling,5620020550,Math,Summer 2026,1035.0
JMTES,1,5,Easterling,5620020550,Science,Fall 2025,1038.0
JMTES,1,5,Easterling,5620020550,Science,Winter 2025,1025.0
JMTES,1,5,Easterling,5620020550,Science,Summer 2026,1032.0
JMTES,1,5,Easterling,6685286523,ELA,Fall 2025,1049.0
JMTES,1,5,Easterling,6685286523,ELA,Winter 2025,1054.0
JMTES,1,5,Easterling,6685286523,ELA,Summer 2026,1052.0
JMTES,1,5,Easterling,6685286523,Math,Fall 2025,1043.0
JMTES,1,5,Easterling,6685286523,Math,Winter 2025,1066.0
JMTES,1,5,Easterling,6685286523,Math,Summer 2026,1075.0
JMTES,1,5,Easterling,6685286523,Science,Fall 2025,1059.0
JMTES,1,5,Easterling,6685286523,Science,Winter 2025,1063.0
JMTES,1,5,Easterling,6685286523,Science,Summer 2026,1056.0
JMTES,1,5,Guy,6825213355,ELA,Fall 2025,1049.0
JMTES,1,5,Guy,6825213355,ELA,Winter 2025,1042.0
JMTES,1,5,Guy,6825213355,ELA,Summer 2026,1043.0
JMTES,1,5,Guy,6825213355,Math,Fall 2025,1031.0
JMTES,1,5,Guy,6825213355,Math,Winter 2025,1008.0
JMTES,1,5,Guy,6825213355,Math,Summer 2026,1027.0
JMTES,1,5,Guy,6825213355,Science,Fall 2025,1037.0
JMTES,1,5,Guy,6825213355,Science,Winter 2025,1036.0
JMTES,1,5,Guy,6825213355,Science,Summer 2026,1046.0
JMTES,1,5,Guy,7817611677,ELA,Fall 2025,1051.0
JMTES,1,5,Guy,7817611677,ELA,Winter 2025,1056.0
JMTES,1,5,Guy,7817611677,ELA,Summer 2026,1071.0
